GLOBALEVENTID,extract,status,SQLDATE,Actor1Name,Actor2Name,Actor1CountryCode,Actor2CountryCode,EventCode,QuadClass,GoldsteinScale,AvgTone,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Type,SOURCEURL,domain,has_casualty_mention,has_repression_mention,date,id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
1013956040,,no_extract,20211112,CIVILIAN,CIVILIAN,,,192,4,-9.5,1.16618075801749,25.0,-13.5,1,"http://orientxxi.info/magazine/sahara-occidental-le-maroc-peche-en-eau-trouble-l-union-europeenne-finance,5178",orientxxi.info,False,False,2021-11-12,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014193438,,no_fetch,20211113,REFUGEE,,,,192,4,-9.5,1.84331797235024,25.0,-13.5,1,https://fr.allafrica.com/stories/202111130163.html,fr.allafrica.com,False,False,2021-11-13,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014227300,,no_fetch,20211114,REFUGEE,,,,192,4,-9.5,0.96774193548387,25.0,-13.5,1,https://lemaghreb.dz/?page=detail_actualite&rubrique=Internationnal&id=100194,lemaghreb.dz,False,False,2021-11-14,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014227248,,no_fetch,20211114,MOROCCAN,MOROCCO,MAR,MAR,1822,4,-9.0,-5.48112058465286,25.0,-13.5,1,https://lemaghreb.dz/?page=detail_actualite&rubrique=Maghreb&id=100193,lemaghreb.dz,False,False,2021-11-14,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014333895,,no_fetch,20211115,REFUGEE,,,,192,4,-9.5,0.986842105263162,25.0,-13.5,1,https://lemaghreb.dz/?page=detail_actualite&rubrique=Maghreb&id=100228,lemaghreb.dz,False,False,2021-11-15,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014420284,,no_fetch,20211115,WESTERN SAHARA,UNITED NATIONS,MAR,,192,4,-9.5,1.8018018018018,25.0,-13.5,1,https://fr.allafrica.com/stories/202111150710.html,fr.allafrica.com,False,False,2021-11-15,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014339754,,no_fetch,20211115,MOROCCAN,,MAR,,190,4,-10.0,-4.34782608695652,27.4143,-9.04784,4,https://fr.allafrica.com/stories/202111140348.html,fr.allafrica.com,False,False,2021-11-15,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1014638033,"The freedom struggle for Western Sahara, a state in Northwest Africa, was recently discussed by experts worried about increased violence between Sahrawi Arab Democratic Republic freedom fighters and Morocco, which has occupied the country for decades.
Over the past year, fighting between the kingdom of Morocco and Western Sahara has grown. Participants in the online session talked about the history of the conflict and the ongoing fight over what is often called “Africa’s last colony.”
Panelists said there is real danger the conflict could become a wider war that pulls in Algeria, Mauritania, France, America, and groups like Al-Qaida in the Maghreb.
“You have a number of nonstate acters in the region who have been over the past two decades causing significant degradation of the security situation,” warned Dr. Jacob Mundy, professor and director of Peace and Conflict Studies at Colgate University. Regional vulnerability followed Libya’s collapse in 2011 under a bombardment of U.S./NATO bombs. The destruction of the regime of Muammar Gadhafi unleashed a “torrent of weapons” in the area, Dr. Mundy said during the webinar.
Regional violence and extremist groups have increased, spilling over into West African countries and worsening relations between Morocco and Algeria, Dr. Mundy added.
Panelists said the Biden administration has not undone former President Donald Trump’s recognition of Morocco’s claim to the Western Sahara, emboldening the kingdom, which was applauded by the U.S. for expanding diplomatic relations with Israel. “It was clear from the beginning that the two countries had undergone a diplomatic rapprochement, strengthening bilateral ties and cooperation in the fields of trade, tourism, and defense,” reported the Times of Israel.
Morocco has also told the United States that she can bring stability to North Africa. In exchange, the U.S. would not oppose the kingdom’s grip on Western Sahara and support Morocco’s relationship with Israel.
Advocates and supporters of Saharawi self-determination have lost appeals to President Joe Biden to end the policy. The U.S. move came weeks after Morrocco violated a 1991 ceasefire agreement by breaching a buffer strip between Western Sahara and Morocco. It prompted a return to armed struggle by the Polisario Front, a Saharawi resistance group.
The U.S. position is contrary to the official positions of the United Nations, the African Union, the European Union, and the International Court of Justice. The Biden administration is taking a no comment position on Trump recognition of Morocco’s occupation, said Bill Fletcher, who moderated the webinar. He is a former executive director of TransAfrica, a group which once lobbied for Africa and the Caribbean.
The webinar panelists Nov. 2 agreed the embrace of Morocco undermined U.S. credibility as a broker on Western Sahara, which has been home to a United Nations peacekeeping force. The UN Security Council recently voted 13-0 with abstentions of Russia and Tunisia to extend the United Nations Mission for the Referendum in Western Sahara (MINURSO) for another year. The UN established MINURSO in 1991 to monitor a ceasefire agreement between the two sides and a referendum on self-determination for the Saharawi people.
The UN resolution emphasized the need for a “realistic, practical, enduring and mutually acceptable political solution based on compromise” for the region. “It was very weak. It was essentially an affirmation of the status quo without acknowledging a war has restarted and without acknowledging regular reports of human rights abuses within the occupied territories,” said Mr. Fletcher. The United States championed the UN resolution. “It seemed like a Biden administration attempt to kick the can down the road,” added Mr. Fletcher.
But, he said, the U.S. is not dealing with the potential for wider war and more regional destabilization.
Katlyn Thomas, an attorney and former MINURSO official, said the U.S. should care about Western Sahara because the Saharawi people want a democracy. “The Saharawis want to establish what would be essentially a democratic system of government in Western Sahara which would be one of the few democratic type of governments in the Middle East, North African area,” said Ms. Thomas.
The Campaign to End the Moroccan Occupation of the Western Sahara in partnership with the Institute of the Black World 21st Century and Pan African Unity Dialogue sponsored the webinar. “The aim was to break the silence on the Western Sahara,” explained Mr. Fletcher, who is also co-coordinator of the Campaign to End the Moroccan Occupation of the Western Sahara.
Webinar panelists said U.S. silence reflects America’s hypocritical history of chiding nations for undemocratic practices while hindering self-determination.
History of the problem
Once called Spanish Sahara, the area has been in dispute since Spain relinquished it in 1975 and instead of granting independence essentially turned the area over to Morocco. In February 1976, freedom fighters declared Western Sahara to be the Saharawi Arab Democratic Republic, supported by allies like Algeria. An estimated 173,000 Saharawi refugees have been living under harsh conditions in neighboring Algeria for 40 years. The five refugee camps rely primarily on assistance from the World Food Program and the UN Refugee Agency. An estimated 58 percent of Saharawi refugees are subject to food insecurity and opportunities for self-reliance and employment are extremely limited.
The Polisario Front controls 20 percent of mostly barren desert, while Morocco controls 80 percent of Western Sahara. The Polisario Front fought for independence from Morocco from 1975 until a 1991 ceasefire negotiated by the UN and OAU. The UN called for a Saharawi vote to accept or reject independence but it never happened. Morocco wants to keep Western Sahara under its control and give a level of self-government. Saharawis want full freedom and independence.
An African problem?
Panelist Sidi Omar, the Polisario ambassador to the UN, said the crisis is causing a dilemma for the African Union and African governments. Morocco and the Saharawi Arab Democratic Republic are African Union members. Morocco was a founding member of the Organization of African Unity which later became the African Union but withdrew in 1984 when the OAU accepted the Saharawi Arab Democratic Republic as a member state.
It was the OAU that initially brought the issue of Western Sahara to the UN Security Council, said Mr. Omar. Morocco now opposes African Union involvement in Western Sahara and has lobbied for other countries to support the kingdom’s position. The situation is also awkward because it is not the typical problem of a “foreign occupier,” in Africa, but a “domestic occupier,” he said. “We’re talking about an African country which still occupies illegally parts of another African country.”
African disunity and outside meddling have exacerbated a problem that could be resolved if Africans alone dealt with it, Mr. Omar argued.
Why Morocco wants Western Sahara
Morocco’s lust for Western Sahara has been blamed on a “disease of expansionism” that includes claiming parts of Mauritania, Algeria, and Mali. However, the real reason for keeping the Western Sahara may lie in the area’s rich natural resources. The Western Sahara U.S Geological Survey says the area holds over 72 percent of all phosphate rock reserves used to make organic fertilizer worldwide. According to the “Global Fertilizer Market by Segments, Region, Company Analysis & Forecast” report released in March, the global phosphate fertilizer market will be worth more than $93.9 billion by 2027, up from $83.5 billion in 2020. Western Sahara also has offshore fisheries.
Supporting the autocratic regime in Morocco, which is backed by France and the United States, does not guarantee peace and stability in North Africa, webinar panelists warned. “It’s absurd. It’s insulting to the continent of Africa,” said Mr. Fletcher.",success,20211116,MOROCCO,WESTERN SAHARA,MAR,MAR,190,4,-10.0,-3.78719567177638,25.0,-13.5,1,https://new.finalcall.com/2021/11/16/u-s-hypocrisy-war-in-western-sahara-could-ignite-north-africa/,new.finalcall.com,False,False,2021-11-16,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1015778197,"Nueva etapa
El ministro israelí de Defensa visita Marruecos en plena crisis con Argelia
Benny Gantz viaja a Rabat para reunirse con su homólogo marroquí y fijar las bases de la futura cooperación en materia de defensa entre ambos países
El ministro israelí de Defensa, Benny Gantz, tiene previsto llegar este miércoles a Rabat para reunirse con su homólogo marroquí y fijar las bases de la futura cooperación en materia de defensa. Este encuentro es un paso más en la nueva etapa abierta entre ambos países después de que Marruecos decidiera normalizar relaciones con Israel a finales del año pasado como contrapartida al reconocimiento de Estados Unidos de la soberanía marroquí sobre el Sáhara Occidental.
El acercamiento Rabat-Tel Aviv ha sacudido la región y ha tensionado las relaciones con Argelia. Actualmente los dos países vecinos atraviesan una crisis diplomática agravada por el conflicto en la antigua colonia española.
Gantz es el segundo alto representante israelí que visita Rabat en poco más de tres meses. Uno de los temas centrales en su encuentro con Abdellatif Loudiyi, su homólogo de Defensa, será la posible fabricación conjunta de aviones no tripulados y equipos de defensa, según ha publicado Defense News.
Acercamiento entre estados
Durante los dos días de visita, también está previsto que Gantz se reúna con Nasser Bourita, Ministro de Asuntos Exteriores, una de las figuras de mayor peso en el Gobierno marroquí y uno de artífices del acercamiento entre ambos estados.
En diciembre del año pasado, Marruecos dio el paso de restablecer relaciones con Israel como moneda de cambio al reconocimiento de Donald Trump de la soberanía marroquí del Sáhara Occidental poco antes de abandonar la Casa Blanca. Este nuevo puente diplomático entre Rabat y Tel Aviv se escenificó con la visita que en agosto realizó a Marruecos el jefe de la diplomacia israelí, Yaïr Lapid, un encuentro que se definió de ""histórico"".
Una amenaza para Argelia
Este acercamiento ha provocado el enfado de la otra gran potencia del Magreb. ""Argelia no quiere tener a Israel a su retaguardia"", defiende Rafael Bustos, profesor de relaciones internacionales en la Universidad Complutense de Madrid.
""Las relaciones entre Marruecos e Israel son buenas, Marruecos siempre ha mantenido una posición mediadora en Oriente Medio"", defiende el experto, además apunta que ""hace años que existe una colaboración militar y en materia de seguridad entre ambos países"". Sobre el impacto que van a tener los futuros acuerdos que firmen, Bustos considera que ""todavía es pronto para saber cuál va a ser el efecto global"".
Las autoridades argelinas decidieron el pasado mes de agosto romper relaciones diplomáticas con Marruecos y cerrar su espacio aéreo para todo avión marroquí militar o comercial. Argelia también ha acusado a su vecino de espiar los móviles de funcionarios y ciudadanos argelinos gracias al programa de espionaje israelí Pegasus, una práctica denunciaron las organizaciones Forbidden Stories y Amnistía Internacional.
A principios de noviembre la tensión entre vecinos aumentó cuando Argel acusó a Rabat de bombardear y matar a tres conductores argelinos que circulaban con sus camiones por el Sáhara Occidental camino a su país.
El Polisario denuncia ataques con drones
El Frente Polisario ha denunciado que Marruecos está utilizando drones para atacar las zonas del Sáhara Occidental que están bajo su control. Según han declarado, el Ejército marroquí realizó la semana pasada dos ataques con aviones no tripulados en la franja que el Polisario denomina ""zonas liberadas"" (al este del muro que divide este territorio) en la murieron 11 civiles saharauis.
La tensión en esta antigua colonia española estalló hace un año cuando Marruecos movilizó a su ejército para desalojar una protesta saharaui que durante varios días cortó la carretera que une el Sáhara Occidental con Mauritania. Los manifestantes protestaban contra la ""explotación de recursos naturales"" que Marruecos hace de este territorio, que califican de ""ocupado"".
El Frente Polisario, aliado histórico de Argelia, consideró la acción de las fuerzas armadas marroquís una ruptura del alto al fuego que firmaron ambas partes en 1991 y declaró la guerra. Desde ese momento los independentistas saharauis informan casi a diario de ataques que realizan contra el muro levantado por Marruecos. Rabat, por su parte, guarda silencio y no ha confirmado en ningún momento estas informaciones. Un conflicto marcado por la falta de fuentes independientes sobre el terreno y en la que gran parte de la información llega a través de canales oficiales o de propaganda.
- Efecto bumerán contra Meloni tras la crisis por Ceuta: 7 países europeos ya estudian el traslado de solicitantes de asilo a Italia
- Semana negra en las carreteras británicas e irlandesas: el reto viral del 'joyriding' provoca 12 muertos en accidentes de tráfico
- Un influyente ministro de Marruecos habla de liberar las 'ciudades ocupadas' en un acto ante Mohamed VI
- Guerra de Irán, en directo: Trump reconoce que Irán no ofrecerá el tipo de acuerdo de paz que él ve 'necesario
- Trump recluta a empresas privadas para lanzar operaciones ofensivas contra 'ciberdelincuentes extranjeros' replicando el modelo de China y Rusia
- La ultraderecha alemana aboga por terminar el Acuerdo de Schengen para evitar situaciones como la de Ceuta
- Guerra Ucrania - Rusia, última hora en directo | Ucrania recibirá sistemas antiaéreos Crotale y más misiles interceptores, según Zelenski
- China avisa de que adoptará 'todas las medidas necesarias' para proteger sus intereses ante las nuevas sanciones de EEUU contra Irán",success,20211116,ARMY,,,,190,4,-10.0,-3.58090185676393,25.0,-13.5,1,https://www.elperiodico.com/es/internacional/20211123/ministro-israeli-defensa-visita-marruecos-12891746,www.elperiodico.com,True,False,2021-11-16,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
1015778198,"Nueva etapa
El ministro israelí de Defensa visita Marruecos en plena crisis con Argelia
Benny Gantz viaja a Rabat para reunirse con su homólogo marroquí y fijar las bases de la futura cooperación en materia de defensa entre ambos países
El ministro israelí de Defensa, Benny Gantz, tiene previsto llegar este miércoles a Rabat para reunirse con su homólogo marroquí y fijar las bases de la futura cooperación en materia de defensa. Este encuentro es un paso más en la nueva etapa abierta entre ambos países después de que Marruecos decidiera normalizar relaciones con Israel a finales del año pasado como contrapartida al reconocimiento de Estados Unidos de la soberanía marroquí sobre el Sáhara Occidental.
El acercamiento Rabat-Tel Aviv ha sacudido la región y ha tensionado las relaciones con Argelia. Actualmente los dos países vecinos atraviesan una crisis diplomática agravada por el conflicto en la antigua colonia española.
Gantz es el segundo alto representante israelí que visita Rabat en poco más de tres meses. Uno de los temas centrales en su encuentro con Abdellatif Loudiyi, su homólogo de Defensa, será la posible fabricación conjunta de aviones no tripulados y equipos de defensa, según ha publicado Defense News.
Acercamiento entre estados
Durante los dos días de visita, también está previsto que Gantz se reúna con Nasser Bourita, Ministro de Asuntos Exteriores, una de las figuras de mayor peso en el Gobierno marroquí y uno de artífices del acercamiento entre ambos estados.
En diciembre del año pasado, Marruecos dio el paso de restablecer relaciones con Israel como moneda de cambio al reconocimiento de Donald Trump de la soberanía marroquí del Sáhara Occidental poco antes de abandonar la Casa Blanca. Este nuevo puente diplomático entre Rabat y Tel Aviv se escenificó con la visita que en agosto realizó a Marruecos el jefe de la diplomacia israelí, Yaïr Lapid, un encuentro que se definió de ""histórico"".
Una amenaza para Argelia
Este acercamiento ha provocado el enfado de la otra gran potencia del Magreb. ""Argelia no quiere tener a Israel a su retaguardia"", defiende Rafael Bustos, profesor de relaciones internacionales en la Universidad Complutense de Madrid.
""Las relaciones entre Marruecos e Israel son buenas, Marruecos siempre ha mantenido una posición mediadora en Oriente Medio"", defiende el experto, además apunta que ""hace años que existe una colaboración militar y en materia de seguridad entre ambos países"". Sobre el impacto que van a tener los futuros acuerdos que firmen, Bustos considera que ""todavía es pronto para saber cuál va a ser el efecto global"".
Las autoridades argelinas decidieron el pasado mes de agosto romper relaciones diplomáticas con Marruecos y cerrar su espacio aéreo para todo avión marroquí militar o comercial. Argelia también ha acusado a su vecino de espiar los móviles de funcionarios y ciudadanos argelinos gracias al programa de espionaje israelí Pegasus, una práctica denunciaron las organizaciones Forbidden Stories y Amnistía Internacional.
A principios de noviembre la tensión entre vecinos aumentó cuando Argel acusó a Rabat de bombardear y matar a tres conductores argelinos que circulaban con sus camiones por el Sáhara Occidental camino a su país.
El Polisario denuncia ataques con drones
El Frente Polisario ha denunciado que Marruecos está utilizando drones para atacar las zonas del Sáhara Occidental que están bajo su control. Según han declarado, el Ejército marroquí realizó la semana pasada dos ataques con aviones no tripulados en la franja que el Polisario denomina ""zonas liberadas"" (al este del muro que divide este territorio) en la murieron 11 civiles saharauis.
La tensión en esta antigua colonia española estalló hace un año cuando Marruecos movilizó a su ejército para desalojar una protesta saharaui que durante varios días cortó la carretera que une el Sáhara Occidental con Mauritania. Los manifestantes protestaban contra la ""explotación de recursos naturales"" que Marruecos hace de este territorio, que califican de ""ocupado"".
El Frente Polisario, aliado histórico de Argelia, consideró la acción de las fuerzas armadas marroquís una ruptura del alto al fuego que firmaron ambas partes en 1991 y declaró la guerra. Desde ese momento los independentistas saharauis informan casi a diario de ataques que realizan contra el muro levantado por Marruecos. Rabat, por su parte, guarda silencio y no ha confirmado en ningún momento estas informaciones. Un conflicto marcado por la falta de fuentes independientes sobre el terreno y en la que gran parte de la información llega a través de canales oficiales o de propaganda.
- Efecto bumerán contra Meloni tras la crisis por Ceuta: 7 países europeos ya estudian el traslado de solicitantes de asilo a Italia
- Semana negra en las carreteras británicas e irlandesas: el reto viral del 'joyriding' provoca 12 muertos en accidentes de tráfico
- Un influyente ministro de Marruecos habla de liberar las 'ciudades ocupadas' en un acto ante Mohamed VI
- Guerra de Irán, en directo: Trump reconoce que Irán no ofrecerá el tipo de acuerdo de paz que él ve 'necesario
- Trump recluta a empresas privadas para lanzar operaciones ofensivas contra 'ciberdelincuentes extranjeros' replicando el modelo de China y Rusia
- La ultraderecha alemana aboga por terminar el Acuerdo de Schengen para evitar situaciones como la de Ceuta
- Guerra Ucrania - Rusia, última hora en directo | Ucrania recibirá sistemas antiaéreos Crotale y más misiles interceptores, según Zelenski
- China avisa de que adoptará 'todas las medidas necesarias' para proteger sus intereses ante las nuevas sanciones de EEUU contra Irán",success,20211116,ARMY,,,,190,4,-10.0,-3.58090185676393,25.0,-13.5,1,https://www.elperiodico.com/es/internacional/20211123/ministro-israeli-defensa-visita-marruecos-12891746,www.elperiodico.com,True,False,2021-11-16,423699.0,MOR-2021-1-721-7,2021.0,False,Clear,1.0,331.0,331.0,Morocco: Sahrawi Arab Democratic Republic (Western Sahara),721.0,721.0,Government of Morocco - POLISARIO,108.0,108.0,Government of Morocco,563.0,563.0,POLISARIO,1.0,"""Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021""",Crisis Watch,2021-12-01,Western Sahara NOVEMBER 2021,Polisario,2.0,Mijik village,"Miyek area, Polisario-controlled Western Sahara",Dakhla-Oued Ed-Dahab region,Oued Ed-Dahab province,23.446111,-12.826667,POINT (-12.826667 23.446111),163055.0,Morocco,600.0,Africa,2.0,2.0,2021-11-14,2021-11-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,600.0,
